,0
Company,Комерцијална банка Скопје
MAE,[421.50634765625]
MSE,[296465.4176840782]
RMS,[544.4863797048354]
MAPE,[3.4690263559224896]
R2,[0.7293478334039399]
statistics,"['slope: 0.5959349769695935', 'intercept: 4621.833802163637', 'r_value(correlation): 0.8540186376209478', 'r^2_value(determination): 0.7293478334039397', 'p_value: 0.1459813623790522', 'std_err: 0.2566978809824166', 'a_r2: 0.729', 'b_r2: 0.729', 'a_t: 2.322', 'b_t: 1.441', 'a_p_value: 0.146', 'b_p_value: 0.286', 'a_std_err: 0.257', 'b_std_err: 3208.114']"
analysis_df,"       names         coef           se  ...    adj_r2     CI[2.5%]     CI[97.5%]
0  Intercept  4621.833802  3208.113834  ...  0.594022 -9181.565944  18425.233548
1         x1     0.595935     0.256698  ...  0.594022    -0.508547      1.700417

[2 rows x 9 columns]"
n_future,[1]
n_past,[3]
n_months_future,[1]
plot_x_count,[20]
epochs,[100]
batch_size,[4]
optimizer,['sgd']
loss_alg,['mse']
activation,['relu']
validation_split,[0.3]
loss,0
accuracy_model,0
original_open,"[ 6799  7010  7300  7800  7504  7999  8450  8649  8800  9710 10699 10200
 10800 10660 11700 12506 11999 12660 12800 12500]"
error_df['date'].values,['2022-06-01T00:00:00.000000000']
error_df['open'].values,[12500]
predicted_future['date'],"0   2022-06-01
Name: date, dtype: datetime64[ns]"
predicted_future_open,[12628.124]
df.describe,"                max           min          open         close
count    198.000000    198.000000    198.000000    198.000000
mean    4629.191919   4159.621212   4374.262626   4410.722222
std     2708.111936   2427.828054   2555.358415   2599.963285
min     1700.000000   1602.000000   1700.000000   1700.000000
25%     2551.750000   2312.500000   2452.500000   2460.000000
50%     3392.500000   3055.000000   3225.000000   3210.000000
75%     6277.500000   5578.750000   5991.250000   5985.500000
max    13300.000000  11803.000000  12800.000000  12800.000000"
model_loss:,0.07322809845209122
accuracy:,0.20000000298023224
val_loss:,0.12480026483535767
model.summary,"Model: ""sequential_55""
_________________________________________________________________
 Layer (type)                Output Shape              Param #   
=================================================================
 lstm_110 (LSTM)             (None, 3, 128)            68096     
                                                                 
 lstm_111 (LSTM)             (None, 32)                20608     
                                                                 
 dropout_56 (Dropout)        (None, 32)                0         
                                                                 
 dense_111 (Dense)           (None, 16)                528       
                                                                 
 dense_112 (Dense)           (None, 4)                 68        
                                                                 
=================================================================
Total params: 89,300
Trainable params: 89,300
Non-trainable params: 0
_________________________________________________________________
"
